These issues? are they important?



| name                            | title                               | level | facing   | categories   | description                                                   | detail                                                                                                                                   | remediation                                                                                              | metadata                                                                                   | cache_key                                                                                                        |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.update_all_machine_connection_status\` has a role mutable search_path                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"update_all_machine_connection_status","type":"function","schema":"public"}        | function_search_path_mutable_public_update_all_machine_connection_status_127c7ea13f121988a1a8cc98c82d35fe        |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.validate_temperature_reading\` has a role mutable search_path                                                          | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"validate_temperature_reading","type":"function","schema":"public"}                | function_search_path_mutable_public_validate_temperature_reading_1c48727f0d9b2d0cb5589cf76ebb6d19                |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.update_coolbreeze_updated_at\` has a role mutable search_path                                                          | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"update_coolbreeze_updated_at","type":"function","schema":"public"}                | function_search_path_mutable_public_update_coolbreeze_updated_at_10ff09e0d1433006b865e7959e736c46                |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.calculate_coolbreeze_status\` has a role mutable search_path                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"calculate_coolbreeze_status","type":"function","schema":"public"}                 | function_search_path_mutable_public_calculate_coolbreeze_status_d2299678cdaa7b99433b178842b77219                 |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.cleanup_old_coolbreeze_data\` has a role mutable search_path                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"cleanup_old_coolbreeze_data","type":"function","schema":"public"}                 | function_search_path_mutable_public_cleanup_old_coolbreeze_data_f7d0bf9b8d06fbe5f3f1b654cf271c45                 |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.auto_cleanup_coolbreeze_data\` has a role mutable search_path                                                          | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"auto_cleanup_coolbreeze_data","type":"function","schema":"public"}                | function_search_path_mutable_public_auto_cleanup_coolbreeze_data_afffd5ac638ed4705cd72584f6bc09b7                |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.update_updated_at_column\` has a role mutable search_path                                                              | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"update_updated_at_column","type":"function","schema":"public"}                    | function_search_path_mutable_public_update_updated_at_column_10ff09e0d1433006b865e7959e736c46                    |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.update_machine_notif_prefs_updated_at\` has a role mutable search_path                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"update_machine_notif_prefs_updated_at","type":"function","schema":"public"}       | function_search_path_mutable_public_update_machine_notif_prefs_updated_at_10ff09e0d1433006b865e7959e736c46       |
| function_search_path_mutable    | Function Search Path Mutable        | WARN  | EXTERNAL | ["SECURITY"] | Detects functions where the search_path parameter is not set. | Function \`public.create_default_alert_config\` has a role mutable search_path                                                           | https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable         | {"name":"create_default_alert_config","type":"function","schema":"public"}                 | function_search_path_mutable_public_create_default_alert_config_3bc34f1fac4b6996a5b3488605d0d2a9                 |
| auth_leaked_password_protection | Leaked Password Protection Disabled | WARN  | EXTERNAL | ["SECURITY"] | Leaked password protection is currently disabled.             | Supabase Auth prevents the use of compromised passwords by checking against HaveIBeenPwned.org. Enable this feature to enhance security. | https://supabase.com/docs/guides/auth/password-security#password-strength-and-leaked-password-protection | {"type":"auth","entity":"Auth"}                                                            | auth_leaked_password_protection                                                                                  |
